Exercício: 2024
Período: 6o. bimestre
Escopo: Estados/DF
Anexo 06 - Demonstrativo do Resultado Primário e Nominal
Tabela: Cálculo Acima da Linha - Receitas Primárias
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Transferências Correntes";"siconfi-cor_RREO6TransferenciasCorrentes";6404361002,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Cota-Parte do FPE";"siconfi-cor_RREO6CotaParteDoFPE";1768335400,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Transferências da LC nº 61/1989";"siconfi-cor_TransferenciasDaLCn611989";78485200,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Transferências do FUNDEB";"siconfi-cor_TransferenciasDoFUNDEB";1896481500,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Outras Transferências Correntes";"siconfi-cor_RREO6OutrasTransferenciasCorrentes";2661058902,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Demais Receitas Correntes";"siconfi-cor_RREO6DemaisReceitasCorrentes";1030580355,52
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Outras Receitas Financeiras (III)";"siconfi-cor_OutrasReceitasFinanceiras";23390869,19
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";1007189486,33
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";20762861932,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";3187236000,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";3112300,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";758812216,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";464165300,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";6237100,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";5626433,98
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";5626433,98
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";262544199,65
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Convênios";"siconfi-cor_RREO6ConveniosCapital";198257824,65
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";64286375,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";20239182,69
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";20239182,69
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";288409816,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (XVI) = (IV + V + XIII + XIV)";"siconfi-cor_RREO6TotalReceitaPrimaria";24238507748,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (EXCETO FONTES RPPS) (XVII) = (IV + XIII)";"siconfi-cor_ReceitaPrimariaTotalExcetoFontesRPPS";21051271748,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITAS CORRENTES (EXCETO FONTES RPPS) (I)";"siconfi-cor_ReceitasCorrentesExcetoFontesRPPS";20808205506,9
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6ReceitasTributarias";13361221978,56
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"ICMS";"siconfi-cor_RREO6ICMS";10236005706,39
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"IPVA";"siconfi-cor_RREO6IPVA";455871690,94
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"ITCD";"siconfi-cor_RREO6ITCD";379861727,01
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"IRRF";"siconfi-cor_RREO6IRRF";1786156783,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6OutrasReceitasTributarias";503326071,02
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Contribuições";"siconfi-cor_RREO6ReceitasDeContribuicoes";170524450,04
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Receita Patrimonial";"siconfi-cor_RREO6ReceitaPatrimonial";579185560,77
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Aplicações Financeiras (II)";"siconfi-cor_RREO6AplicacoesFinanceiras";447943319,78
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";131242240,99
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Transferências Correntes";"siconfi-cor_RREO6TransferenciasCorrentes";5643686349,33
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Cota-Parte do FPE";"siconfi-cor_RREO6CotaParteDoFPE";1938326182,49
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Transferências da LC nº 61/1989";"siconfi-cor_TransferenciasDaLCn611989";101801159,82
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Transferências do FUNDEB";"siconfi-cor_TransferenciasDoFUNDEB";1746130843,58
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outras Transferências Correntes";"siconfi-cor_RREO6OutrasTransferenciasCorrentes";1857428163,44
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Demais Receitas Correntes";"siconfi-cor_RREO6DemaisReceitasCorrentes";1053587168,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outras Receitas Financeiras (III)";"siconfi-cor_OutrasReceitasFinanceiras";30007446,63
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";1023579721,57
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";20330254740,49
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";2979615518,02
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";20662277,97
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";251602188,26
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";39679803,52
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";12857254,02
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";6238730,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";6238730,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";168269580,61
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Convênios";"siconfi-cor_RREO6ConveniosCapital";14897811,46
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";153371769,15
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";24556820,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";24556820,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";199065130,72
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITA PRIMÁRIA TOTAL (XVI) = (IV + V + XIII + XIV)";"siconfi-cor_RREO6TotalReceitaPrimaria";23508935389,23
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"RECEITAS REALIZADAS (a)";"RECEITA PRIMÁRIA TOTAL (EXCETO FONTES RPPS) (XVII) = (IV + XIII)";"siconfi-cor_ReceitaPrimariaTotalExcetoFontesRPPS";20529319871,21
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITAS CORRENTES (EXCETO FONTES RPPS) (I)";"siconfi-cor_ReceitasCorrentesExcetoFontesRPPS";57368690116,89
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6ReceitasTributarias";37750845534,89
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"ICMS";"siconfi-cor_RREO6ICMS";28281641055,29
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"IPVA";"siconfi-cor_RREO6IPVA";2093603399,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"ITCD";"siconfi-cor_RREO6ITCD";903369823,6
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"IRRF";"siconfi-cor_RREO6IRRF";3872108651,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6OutrasReceitasTributarias";2600122606,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Contribuições";"siconfi-cor_RREO6ReceitasDeContribuicoes";3628119897,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Receita Patrimonial";"siconfi-cor_RREO6ReceitaPatrimonial";1637355333,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Aplicações Financeiras (II)";"siconfi-cor_RREO6AplicacoesFinanceiras";1033676098,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";603679235,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Transferências Correntes";"siconfi-cor_RREO6TransferenciasCorrentes";12855171629,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Cota-Parte do FPE";"siconfi-cor_RREO6CotaParteDoFPE";2961974497,6
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Transferências da LC nº 61/1989";"siconfi-cor_TransferenciasDaLCn611989";286853528,4
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Transferências do FUNDEB";"siconfi-cor_TransferenciasDoFUNDEB";6189708384,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Outras Transferências Correntes";"siconfi-cor_RREO6OutrasTransferenciasCorrentes";3416635219,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Demais Receitas Correntes";"siconfi-cor_RREO6DemaisReceitasCorrentes";1497197723,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";1497197723,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";56335014018,89
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";19787938385,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";289409186,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";2902173864,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";2580345562,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";9039374,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";109493315,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Receitas de Alienação de Investimentos Permanentes (XI)";"siconfi-cor_ReceitasDeAlienacaoDeInvestimentosPermanentes";94816481,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";14676834,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";194700344,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Convênios";"siconfi-cor_RREO6ConveniosCapital";144157539,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";50542805,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";8595269,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";8595269,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";217972447,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (XVI) = (IV + V + XIII + XIV)";"siconfi-cor_RREO6TotalReceitaPrimaria";76340924850,89
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (EXCETO FONTES RPPS) (XVII) = (IV + XIII)";"siconfi-cor_ReceitaPrimariaTotalExcetoFontesRPPS";56552986465,89
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"RECEITAS CORRENTES (EXCETO FONTES RPPS) (I)";"siconfi-cor_ReceitasCorrentesExcetoFontesRPPS";60896237815,87
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6ReceitasTributarias";40504826221,97
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"ICMS";"siconfi-cor_RREO6ICMS";30395675949,07
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"IPVA";"siconfi-cor_RREO6IPVA";2191754982,03
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"ITCD";"siconfi-cor_RREO6ITCD";1326232434,64
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"IRRF";"siconfi-cor_RREO6IRRF";3810308267,3
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6OutrasReceitasTributarias";2780854588,93
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Contribuições";"siconfi-cor_RREO6ReceitasDeContribuicoes";3692900746,17
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Receita Patrimonial";"siconfi-cor_RREO6ReceitaPatrimonial";1368173589,23
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Aplicações Financeiras (II)";"siconfi-cor_RREO6AplicacoesFinanceiras";890043470,31
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";478130118,92
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Transferências Correntes";"siconfi-cor_RREO6TransferenciasCorrentes";13578144404,43
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Cota-Parte do FPE";"siconfi-cor_RREO6CotaParteDoFPE";3016580608,18
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Transferências da LC nº 61/1989";"siconfi-cor_TransferenciasDaLCn611989";386981935,51
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Transferências do FUNDEB";"siconfi-cor_TransferenciasDoFUNDEB";6431803586,97
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Outras Transferências Correntes";"siconfi-cor_RREO6OutrasTransferenciasCorrentes";3742778273,77
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Demais Receitas Correntes";"siconfi-cor_RREO6DemaisReceitasCorrentes";1752192854,07
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";1752192854,07
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";60006194345,56
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";19685805406,18
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";567068303,37
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";1485711267,29
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";1221374207,1
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";34322691,73
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";42639101,03
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Receitas de Alienação de Investimentos Permanentes (XI)";"siconfi-cor_ReceitasDeAlienacaoDeInvestimentosPermanentes";23026344,7
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";19612756,33
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";186757848,84
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Convênios";"siconfi-cor_RREO6ConveniosCapital";99164238,89
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";87593609,95
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";617418,59
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";617418,59
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";206988023,76
